<b>implacable</b><br><span style='color:#7aa2f7'>im-PLAK-uh-buhl</span>	<b>Impossible to appease; relentlessly hostile or unstoppable.</b><hr>Impossible to appease, soften, or talk round — hostility or opposition that no apology, concession, or plea will touch.<br><br>The force of the word is in what <i>doesn&#x27;t</i> work on it. An angry person can be calmed; an implacable one cannot, and that&#x27;s the point — it describes a permanent setting, not a mood. So it carries weight rather than pettiness: implacable enemies, implacable hatred, implacable opposition. It stretches easily to impersonal things that simply keep coming — the implacable advance of the tide, of age, of the deadline — and when applied to a person&#x27;s <i>resolve</i> rather than their malice, it can even read as admiring.<hr>⚠️ <b>implacable ≠ impeccable.</b> Near-identical on the page and in the ear, opposite in feel: <b>implacable</b> = cannot be appeased; <b>impeccable</b> = flawless (Latin <i>peccare</i>, &quot;to sin&quot; — literally <i>sinless</i>).<hr><i>You cannot <b>placate</b> the im-<b>plac</b>-able.</i><br>The word wears its own test: <i>placate</i> means to soothe with concessions, and this is the person on whom concessions are wasted.<hr>1. Two apologies and a resignation did nothing; the committee remained <b>implacable</b>.<hr>2. She&#x27;s been <b>implacable</b> about that parking space since 2019 — don&#x27;t even try.<hr>Kyle Reese&#x27;s warning in <b>The Terminator</b> is the finest definition of <i>implacable</i> ever filmed: <i>&quot;It can&#x27;t be bargained with. It can&#x27;t be reasoned with. It doesn&#x27;t feel pity, or remorse, or fear. And it absolutely will not stop, ever, until you are dead.&quot;</i><hr>Latin <b>placāre</b> = <i>&quot;to soothe, calm down&quot;</i> + <b>in-</b> (<i>not</i>). Literally: <b>un-soothe-able.</b><br><br>Same root pays out across the exam: <b>placate</b> (soothe), <b>placid</b> (soothed, calm), <b>complacent</b> (smugly pleased and therefore idle), <b>placebo</b> (<i>&quot;I shall please&quot;</i>).	g27 register::formal connotation::depends antonym::letting-it-go-vs-never-letting-it-go antonym::refusing-to-budge-vs-caving-in intensity::stubborn-to-immovable meaning::refusing-to-give-an-inch-and-what-fails-
<b>implicit</b><br><span style='color:#7aa2f7'>im-PLIS-it</span>	<b>Implied rather than stated; or, of trust, absolute and unquestioning.</b><hr><b>1.</b> Understood without being said — implied, contained in something rather than stated by it. <i>An implicit criticism; an implicit assumption.</i><br><b>2.</b> (of trust, faith, obedience) <b>Absolute, unquestioning</b> — held so completely that no reservation is even voiced.<br><br>Sense 1 is the opposite of <i>explicit</i>: the meaning is there, but you have to draw it out. It&#x27;s not vagueness — an implicit claim is definitely being made, just never put on the record, which is exactly why it&#x27;s the useful word for arguments people won&#x27;t admit to making.<br><br>Sense 2 is the GRE&#x27;s favourite ambush. <i>Implicit trust</i> is not partial or unspoken trust; it&#x27;s total trust. Same logic underneath — nothing is held back <i>separately</i>, so nothing qualifies it.<hr>⚠️ <b>implicit ≠ complicit.</b><br>- <b>implicit</b> = <i>implied</i>, unstated<br>- <b>complicit</b> = <i>involved</i> in the wrongdoing<br><br>A silence can be implicit agreement; a silence that helps the crime makes you complicit.<hr><i><b>Im</b>plicit is folded <b>in</b> — you unfold it; <b>ex</b>plicit is laid <b>out</b> — spelled <i>ex</i>-actly.</i><br>Same root <i>plicāre</i> (to fold), and the prefix tells you whether the meaning is tucked inside or already on the table.<hr>1. The report never accuses the ministry outright, but the charge of negligence is <b>implicit</b> in every paragraph.<hr>2. She never actually said yes — but leaving her keys on the table was pretty <b>implicit</b>.&#x27;<hr><b>Implicit bias</b> — the standard term in every corporate training deck and hiring policy: prejudice nobody states, that shows up in the decisions anyway.<hr>Latin <b>implicāre</b> = <i>&quot;to fold in, entangle&quot;</i> (<b>in-</b> + <b>plicāre</b>, <i>to fold</i>).<br><br><i>Plicāre</i> is a workhorse root: <b>explicit</b> (folded out), <b>implicate</b> (fold someone in), <b>complicated</b> (folded together), <b>replicate</b> (folded back), <b>pliable</b>, <b>ply</b>, <b>apply</b>, <b>deploy</b>, <b>perplex</b>.	g22 register::neutral connotation::neutral antonym::saying-it-outright-vs-hinting-at-it meaning::understood-without-being-said root::root:-plic-re-to-fold-folded-in-folded-o
<b>impolitic</b><br><span style='color:#7aa2f7'>im-POL-uh-tik</span>	<b>Unwise or tactless — a misjudged move, not a rude one.</b><hr>Unwise, ill-judged, badly calculated — especially a thing said or done that damages your own position.<br><br>The buried word is <b>politic</b>, which on its own means <i>shrewd, prudent, expedient</i> (&quot;it seemed politic to say nothing&quot;). So <i>impolitic</i> faults your <b>judgement, not your manners</b>: the remark may be perfectly courteous and still cost you the deal. It&#x27;s a cool, understated word — the sort of thing a diplomat or a leader-writer says instead of &quot;stupid,&quot; which is exactly why it stings.<hr>⚠️ <b>impolitic ≠ impolite.</b><br>- <b>impolite</b> = <i>rude</i> — a failure of manners<br>- <b>impolitic</b> = <i>unwise</i> — a failure of strategy<br><br>You can be flawlessly polite and deeply impolitic.<hr><i><b>Impolite loses you a friend; impolitic loses you the room.</b></i><br>The extra syllable turns bad manners into a bad move.<hr>1. It would be impolitic to raise the merger at a dinner honouring the very firm we intend to absorb.<hr>2. Telling your new boss her pet project is a mess on day one — accurate, sure, but wildly impolitic.<hr>Standard press shorthand for a gaffe: when coverage calls a politician&#x27;s comment &quot;impolitic,&quot; it means the words were true or harmless enough — but they handed the other side a weapon.<hr>Greek <b>polis</b> = <i>&quot;city&quot;</i> → <b>politikos</b>, &quot;to do with running the city.&quot; Running a city takes cunning, so <b>politic</b> drifted from <i>civic</i> to <i>shrewd</i>.<br><br>That root pays out everywhere: <b>politics, policy, police, metropolis</b> (mother-city), <b>cosmopolitan</b> (citizen of the world), <b>acropolis</b> (high city).	g37 register::formal connotation::negative meaning::offending-against-good-form
<b>improvise</b><br><span style='color:#7aa2f7'>IM-pruh-vize</span>	<b>To create or perform on the spot, without preparation.</b><hr>To create, perform, or make do <b>on the spot</b> — without a script, a plan, or the proper materials.<br><br>The word runs on two tracks. In performance (jazz, comedy, a speech) it&#x27;s a <b>skill</b>: the player invents in real time and we admire it. In practical life it means <b>making do with what&#x27;s lying around</b> — a splint from a broom handle, dinner from three leftovers. Both share the same core: no preparation, so you build from what&#x27;s at hand. Which is also why it can sting — say a candidate <i>improvised</i> an answer and you&#x27;ve implied he came in with nothing.<hr><i><b>No provisions? Improvise.</b></i><br><i>Provisions</i> are supplies laid in ahead of time, so <i>im-provise</i> is what you do when nothing was laid in — you invent from whatever&#x27;s there.<hr>1. Denied a rehearsal room, the quartet <b>improvised</b> the entire second movement, and the audience never knew.<hr>2. The projector died, so I just <b>improvised</b> the rest of the presentation off the top of my head.<hr><i>Whose Line Is It Anyway?</i> — &quot;where everything&#x27;s made up and the points don&#x27;t matter.&quot; The whole genre is called <b>improv</b>, short for exactly this word.<hr>Latin <b>improvisus</b> = <i>&quot;unforeseen&quot;</i> — <i>in-</i> (not) + <i>provisus</i> (seen ahead), from <b>providere</b>, &quot;to see in advance.&quot;<br><br>That root pays off across the exam: <b>provide</b>, <b>provision</b>, <b>providence</b>, <b>improvident</b> (failing to plan for the future), and <b>prudent</b> (a worn-down form of <i>providens</i>). To improvise is to act where nobody saw it coming.	g16 register::neutral connotation::depends meaning::made-up-on-the-spot
<b>impudent</b><br><span style='color:#7aa2f7'>IM-pyoo-duhnt</span>	<b>Cheeky and disrespectful to someone above you.</b><hr>Boldly disrespectful — cheeky, saucy, lacking the deference the situation demands.<br><br>The offence isn&#x27;t cruelty, it&#x27;s <b>presumption</b>: an impudent person talks to a superior as though rank didn&#x27;t exist, and rather enjoys it. <i>Rude</i> is about manners; <i>insolent</i> is colder and more contemptuous; <i>impertinent</i> is prissier and fussier — <i>impudent</i> comes with a grin. It&#x27;s also a word spoken <b>downwards</b>: teachers, magistrates and outraged fathers call people impudent, and it slightly dates whoever uses it.<hr><b>impudent ≠ imprudent</b> — one letter, opposite failing.<br>- <b>impudent</b> = cheeky, shameless<br>- <b>imprudent</b> = unwise, rash<br><br>An impudent remark insults your boss; an imprudent one costs you money.<hr><i>Hiding at the front is an <b>imp</b> — a small grinning devil, not a dangerous one.</i><br>The imp isn&#x27;t threatening you, it&#x27;s simply refusing to be afraid of you, and that cheerful lack of fear is exactly what makes impudence sting.<hr>1. The court reporter noted the defendant&#x27;s <b>impudent</b> smirk as the sentence was read out.<hr>2. Don&#x27;t give me that <b>impudent</b> look — I asked you a straight question.<hr>It&#x27;s the stock rebuke of period drama — the outraged &quot;you impudent boy!&quot; — which tells you its register: this is what authority splutters when a subordinate answers back.<hr>Latin <b>in-</b> (&quot;not&quot;) + <b>pudēns</b> (&quot;ashamed&quot;), from <b>pudēre</b>, <i>to feel shame</i>. Literally: <b>shameless</b>.<br><br>🚫 <b>Not <i>imprudent</i>.</b> That&#x27;s <i>prudēns</i>, &quot;foreseeing&quot; (from <i>prōvidēre</i>) — the root behind <b>prudent, providence, provide</b>. Different Latin word, one letter apart in English.	g28 register::formal connotation::negative antonym::brass-nerve-vs-shrinking-back antonym::stung-by-conscience-vs-shameless connotation::overstepping-your-standing intensity::cheeky-to-shameless lookalike::impertinent-impudent-pernicious-perspica meaning::cheeky-disrespect-upward
<b>impugn</b><br><span style='color:#7aa2f7'>im-PYOON</span>	<b>To attack as false; to call someone&#x27;s honesty into question.</b><hr>To <b>attack something as false or dishonest</b> — to call into question a person&#x27;s motives, integrity, or the validity of a claim.<br><br>The word is a frontal challenge, and it lands on <i>honesty</i>, not quality. You <b>criticise</b> a plan for being weak; you <b>impugn</b> it for being a lie. Note also that it stops short of proof: to <i>refute</i> an argument is to defeat it, but to <b>impugn</b> it is only to cast doubt on it — which is why the word carries a faint whiff of the accuser overreaching. Formal, and heavily legal and political: what usually gets impugned is a witness&#x27;s credibility, a rival&#x27;s motives, a court&#x27;s independence.<hr>⚠️ <b>impugn ≠ impute.</b><br>- <b>impugn</b> = <i>attack</i> the honesty of a claim or person<br>- <b>impute</b> = <i>attribute</i> something (usually bad) to someone<br><br>You impute a selfish motive to him; you impugn his account of what happened.<hr><i><b>imPUGN</b> hides <b>pug</b> — as in <b>pug</b>ilist, a boxer. To impugn is to throw a punch at someone&#x27;s honesty.</i><br>It&#x27;s a swing at credibility, not a knockout — the doubt is landed, the case is not yet won.<hr>1. No one <b>impugned</b> her competence; it was her motives for taking the contract that the committee quietly questioned.<hr>2. Say I got the numbers wrong, fine — but don&#x27;t <b>impugn</b> my honesty in front of the whole team.<hr>Standard courtroom vocabulary: counsel who tries to <b>impugn the credibility</b> of a witness — attack the person&#x27;s truthfulness rather than the evidence — and the near-fixed political phrase <i>&quot;I do not impugn my colleague&#x27;s motives,&quot;</i> which is almost always said right before doing exactly that.<hr>Latin <b>impugnāre</b> = <i>&quot;to fight against&quot;</i> — <i>in-</i> (against) + <i>pugnāre</i> (to fight), from <b>pugnus</b>, <i>&quot;fist.&quot;</i><br><br>That fist unlocks a cluster: <b>pugnacious</b> (spoiling for a fight), <b>pugilist</b> (a boxer), <b>repugnant</b> (fighting <i>back</i> against — hence revolting).	g17 register::formal connotation::negative antonym::asserting-vs-disproving antonym::clearing-blame-vs-pinning-it-on connotation::attacks-on-a-reputation meaning::attacking-a-reputation
<b>impulsive</b><br><span style='color:#7aa2f7'>im-PUL-siv</span>	<b>Acting on sudden urge, without pausing to think first.</b><hr>Acting on a sudden urge, with no gap between wanting and doing — no weighing, no plan, no second thought.<br><br>Notice how mild the disapproval is. <i>Reckless</i> means you knew the risk and went anyway; <i>impulsive</i> means the thought never got as far as risk. It describes a <b>temperament</b> more than a single act, and it can even be affectionate — the impulsive friend who books a flight at midnight. On the GRE it usually sits on the negative side, but it&#x27;s the <i>unreflective</i> end of negative, not the <i>malicious</i> end.<hr>⚠️ <b>impulsive ≠ compulsive.</b><br>- <b>impulsive</b> = acts on <b>one</b> sudden urge, unrepeated and unplanned<br>- <b>compulsive</b> = driven to repeat the <b>same</b> act, unable to stop<br><br>An impulsive gambler bets once on a whim; a compulsive gambler cannot leave the table.<hr><i><b>Hiding inside it is <i>pulse</i> — and your pulse never asks permission before it beats.</b></i><br>The impulsive person acts the way a heartbeat happens: from the inside, instantly, with the thinking part never consulted.<hr>1. The court treated the crime as <b>impulsive</b> rather than premeditated, and sentenced him accordingly.<hr>2. Don&#x27;t let her near a sale — she&#x27;s so <b>impulsive</b> she&#x27;ll come home with a kayak.<hr>Retailers put chocolate and batteries by the till precisely to trigger the <b>impulse buy</b> — an entire industry built on the assumption that you won&#x27;t stop to think.<hr>Latin <b>pellere / pulsus</b> = <i>&quot;to drive, to push.&quot;</i> An <i>impulse</i> is a push <b>in</b>to you from within.<br><br>That root pays off across the exam: <b>compel</b> (drive together, force), <b>propel</b> (drive forward), <b>expel</b> (drive out), <b>repel</b> (drive back), <b>dispel</b> (drive away), plus <b>pulse</b> and <b>repulsive</b>. Spot <i>-pel-</i> or <i>-puls-</i> and you&#x27;re looking at a push.	g34 register::neutral connotation::negative antonym::leaping-before-looking-vs-weighing-it-fi intensity::impulsive-to-foolhardy:-acting-before-th meaning::acting-before-thinking
<b>inalienable</b><br><span style='color:#7aa2f7'>in-AYL-yuh-nuh-buhl</span>	<b>Impossible to take away, surrender, or transfer — of rights.</b><hr>Incapable of being taken away, surrendered, or transferred to anyone else.<br><br>The strong part is the second half: an inalienable right can&#x27;t be removed by others <b>and can&#x27;t be signed away by you</b>. You could not sell it, gift it, or waive it in a contract even if you wanted to. That&#x27;s what separates it from <i>indestructible</i> or <i>guaranteed</i> — the point isn&#x27;t durability, it&#x27;s non-transferability. It lives almost entirely in law, political philosophy, and high rhetoric: rights, liberty, dignity, human worth. Nobody calls their gym membership inalienable.<hr><i><b>Alien</b> is sitting right inside it — an inalienable right can never be made <i>alien</i> to you, i.e. handed over to another.</i><br>In law, to <i>alienate</i> property is to transfer it to someone else, so <i>in-alienable</i> = not transferable, not just not removable.<hr>1. The court held that the freedom to worship is <b>inalienable</b>, and no contract signed under duress could waive it.<hr>2. You can lose the argument, but you&#x27;ve got an <b>inalienable</b> right to be annoyed about it.<hr>The US Declaration of Independence: <i>&quot;endowed by their Creator with certain <b>unalienable</b> Rights, that among these are Life, Liberty and the pursuit of Happiness.&quot;</i> That&#x27;s where most people have met the word — and it explains the odd <i>un-</i> spelling you&#x27;ll sometimes see.<hr>Latin <b>alienus</b> = <i>&quot;belonging to another.&quot;</i> To <b>alienate</b> land, in legal English, is literally to make it another&#x27;s — to transfer the title. So <i>in-alien-able</i> = &quot;cannot be made another&#x27;s.&quot;<br><br>Same root, useful family: <b>alien</b> (from another place), <b>alienate</b> (make someone feel other), <b>alienation</b>.	g35 register::formal connotation::positive meaning::fixed-and-unalterable-but-against-what
<b>inborn</b><br><span style='color:#7aa2f7'>IN-born</span>	<b>Present from birth; a trait you were born with.</b><hr>Present in a person <b>from birth</b> — a quality, instinct or tendency that came with them rather than one they picked up.<br><br>Compare the neighbours: <b>innate</b> is the abstract, philosophical word (<i>innate rights, innate ideas</i>); <b>ingrained</b> is the exact opposite in origin — worked in by years of habit; <b>inborn</b> is the plain, human one, used of instincts and gifts in a real person. It also stays neutral: you can have an inborn talent, an inborn stubbornness, or an inborn defect.<hr>⚠️ <b>inborn ≠ inbred.</b> <i>Inbred</i> now reads first as <i>bred from close relatives</i> — insulting, and about ancestry. <i>Inborn</i> is about the individual: what they arrived with.<hr><i><b>Inborn came in with the baby; ingrained got rubbed in later.</b></i><br>Both start <i>in-</i>, but one is delivered at birth and the other is ground in by repetition — the split is <i>given</i> versus <i>acquired</i>.<hr>1. Chomsky&#x27;s claim was that the scaffolding of grammar is <b>inborn</b>, not assembled from imitation alone.<hr>2. She&#x27;s had an <b>inborn</b> sense of rhythm since she was three — nobody sat her down and taught her that.<hr>Every newborn in a hospital gets a heel-prick blood test screening for <b>inborn errors of metabolism</b> — the standard medical phrase for conditions a baby is literally born carrying.	g14 register::neutral connotation::neutral meaning::built-in-by-nature-birth-place-or-habit
<b>incendiary</b><br><span style='color:#7aa2f7'>in-SEN-dee-air-ee</span>	<b>Fire-starting; calculated to provoke rage or violence.</b><hr><b>Literal:</b> designed to set things on fire — an <i>incendiary bomb</i>, <i>incendiary device</i>. As a noun: an arsonist, or the bomb itself.<br><b>Figurative — the GRE sense:</b> deliberately calculated to inflame anger, hatred, or violence.<br><br>The key is <b>intent</b>. <i>Controversial</i> just means people disagree; <i>provocative</i> can be playful; <i>inflammatory</i> is close but describes the effect. <b>Incendiary</b> points at the arsonist — it says someone lit this on purpose and knew what would catch. It&#x27;s the word journalists reach for when a speech is one match away from a riot, and it is never a compliment.<hr><i><b>Incendiary</b> hides <b>incense</b> — and to <i>incense</i> someone is to set them burning.</i><br>Same root, same fire: incendiary words are built to incense the people who hear them.<hr>1. The tribunal found that his <b>incendiary</b> broadcasts had directly precipitated the massacres that followed.<hr>2. Don&#x27;t put that in the group chat — it&#x27;s <b>incendiary</b> and you know it.<hr>Headline vocabulary you&#x27;ve read a hundred times: a politician&#x27;s <b>&quot;incendiary remarks&quot;</b> — never a neutral description, always the press saying <i>he lit this fire deliberately</i>.<hr>Latin <b>incendere</b> = <i>&quot;to set alight,&quot;</i> from <b>candēre</b>, <i>&quot;to glow, to burn white.&quot;</i><br><br>That inner root pays off across the GRE: <b>incandescent</b> (glowing white-hot), <b>candle</b>, <b>candid</b> (shining, unclouded — hence honest), <b>candidate</b> (Romans campaigned in a bleached-white <i>toga candida</i>), and <b>incense</b> — both the smoke and the verb <i>to enrage</i>.	g04 register::formal connotation::negative
<b>incessant</b><br><span style='color:#7aa2f7'>in-SES-uhnt</span>	<b>Never stopping — and the speaker wants it to.</b><hr>Going on and on <b>without a pause</b>, especially something repetitive — noise, rain, questions, complaints.<br><br><i>Constant</i> and <i>continuous</i> are neutral measurements; <b>incessant</b> is a complaint. Calling something incessant tells you the speaker is worn down by it and wants it to stop. That&#x27;s why it attaches almost exclusively to irritants — <i>incessant chatter</i>, <i>incessant beeping</i>, <i>incessant demands</i> — and almost never to things we enjoy.<hr><b>incessant ≠ insistent.</b><br>- <b>incessant</b> = it never <i>stops</i> (a matter of time)<br>- <b>insistent</b> = it won&#x27;t take <i>no</i> (a matter of will)<br><br>A toddler&#x27;s questions can be both — insistent because he demands an answer, incessant because he never runs out.<hr><i><b>If it were <i>pleasant</i>, you&#x27;d never call it <i>incessant</i>.</b></i><br>The rhyme locks in the built-in irritation: nothing you enjoy ever gets this word.<hr>1. Three weeks of <b>incessant</b> rain had turned the field into a swamp.<hr>2. I couldn&#x27;t hear myself think over the <b>incessant</b> pinging of his group chat.<hr>Latin <b>in-</b> (<i>not</i>) + <b>cessāre</b> (<i>to stop, to cease</i>) — literally <i>not-ceasing</i>. You can hear <b>cease</b> sitting inside it.<br><br><i>Cessāre</i> comes from <b>cēdere</b>, &quot;to go, to yield,&quot; which is a workhorse GRE root: <b>cease, cessation, deceased, concede, recede, secede, accede, precedent</b>.	g17 register::neutral connotation::negative antonym::never-stopping-vs-stopping-and-starting
<b>inchoate</b><br><span style='color:#7aa2f7'>in-KOH-it</span>	<b>Just begun and still shapeless — half-formed, not half-finished.</b><hr>Just begun and therefore <b>still without shape</b> — rudimentary, unformed, not yet coherent enough to be described properly.<br><br>The key is <i>formless</i>, not merely <i>unfinished</i>. A half-built house is incomplete; an <b>inchoate</b> plan is barely a plan at all — a mood, an impulse, a first stirring. That&#x27;s why it pairs so naturally with feelings and movements: <i>inchoate rage</i>, <i>inchoate longing</i>, <i>an inchoate protest movement</i> — things real enough to feel but too shapeless to name. Distinctly formal and literary; in speech it can sound like a mild put-down of someone&#x27;s thinking.<hr><i><b>Inch</b>oate — it has moved about an <b>inch</b>.</i><br>The word opens with &quot;inch&quot; on the page: the thing has crept an inch from the starting line, so it isn&#x27;t half-built, it&#x27;s barely begun and still shapeless.<hr>1. The committee&#x27;s proposals were still <b>inchoate</b> — a scatter of grievances that had not yet hardened into demands.<hr>2. I&#x27;ve got an <b>inchoate</b> idea for the app, but don&#x27;t ask me how it works yet.<hr>Lawyers use it constantly: <b>inchoate offences</b> — attempt, conspiracy, solicitation — are crimes that got started but never reached the finished act.<hr>Latin <b>incohāre</b>, <i>&quot;to begin&quot;</i> — originally to hitch the ox to the plough (<i>cohum</i>, the yoke strap), i.e. work only just getting underway.<br><br>🚫 <b>The <i>in-</i> is not the negative <i>in-</i>.</b> There is no word <i>choate</i>, and nothing here connects to <b>chaos</b> — the shapelessness comes from <i>newly begun</i>, not from a &quot;not&quot; prefix.	g28 register::formal connotation::neutral antonym::just-born-vs-outlived-its-era antonym::sharp-edged-form-vs-shapeless-mass intensity::just-getting-started meaning::only-just-begun meaning::without-clear-shape
<b>incidental</b><br><span style='color:#7aa2f7'>in-si-DEN-tuhl</span>	<b>Minor and secondary; happening alongside the main thing.</b><hr><b>Adj.:</b> occurring as a minor accompaniment to something more important; secondary, subordinate, beside the point.<br><b>Noun (usu. plural, <i>incidentals</i>):</b> the small extra costs attached to a main expense.<br><br>The key is <i>attachment</i>: an incidental thing genuinely belongs to the main event — it comes with it, arises from it — but it isn&#x27;t what matters. Saying a detail is incidental is a quiet way of demoting it: not false, not irrelevant, just not worth the attention it&#x27;s getting. Compare <i>trivial</i>, which dismisses a thing outright, and <i>peripheral</i>, which puts it at the edge; <i>incidental</i> keeps the thing firmly inside the picture and still says &quot;never mind that.&quot;<hr>⚠️ <b>incidental ≠ accidental.</b><br>- <b>incidental</b> = <i>minor and attendant</i> — it came along with the main thing<br>- <b>accidental</b> = <i>unintended</i> — nobody meant it to happen<br><br>Damage can be accidental (no one meant it) or incidental (a side effect of doing the main job). &quot;Incidental contact&quot; in sport is contact that&#x27;s part of the game; &quot;accidental contact&quot; is a mistake.<hr><i><b>Incidental</b> = a side <b><i>incident</b></i>: it happens <i>with</i> the main event, not <i>to</i> it.</i><br>The word wears <i>incident</i> on its face, and that&#x27;s the whole nuance — a small attached happening, not a mishap and not an irrelevance.<hr>1. The report treats the environmental damage as <b>incidental</b> to the project&#x27;s real purpose, which is precisely the assumption the inquiry rejected.<hr>2. Sure, I learned some Spanish on the trip, but that was <b>incidental</b> — I was there for the food.&#x27;]<hr>Check into a hotel and they put a hold on your card <b>for incidentals</b> — the minibar, the parking, the room-service tray. Not the room you came for; the little things that ride along with it.<hr>Latin <b>incidere</b> = <i>&quot;to fall upon&quot;</i> (<b>in-</b> &quot;on&quot; + <b>cadere</b> &quot;to fall&quot;) — an incidental thing <i>falls alongside</i> the main one.<br><br><b>cadere</b> is a workhorse root: <b>incident, coincide, cadence</b> (falling voice), <b>decadent</b> (fallen away), <b>cascade, cadaver</b> — and <b>accident</b>, something that simply <i>falls out</i> unplanned. Same falling, different angle: the accident falls by chance, the incidental falls in company.	g26 register::neutral connotation::neutral antonym::on-the-point-vs-off-it meaning::off-the-point
<b>incite</b><br><span style='color:#7aa2f7'>in-SITE</span>	<b>To stir people up into action, usually violent.</b><hr>To <b>stir people up into action</b> — usually violent, unlawful, or at least reckless action: a riot, a mutiny, a mob.<br><br>The blame sits on the inciter, not the crowd. You <i>inspire</i> people to be better and you <i>provoke</i> someone into a reaction, but you <b>incite</b> a group into doing something — and the word quietly assumes that something is bad. It&#x27;s also the verb the law reaches for (<i>incitement to violence</i>), which is why it lands as an accusation rather than a description. Note the shape: you incite a <b>riot</b>, or incite a <b>crowd to</b> riot — it wants an act, not a feeling.<hr><b>incite ≠ insight.</b> Same sound, opposite worlds: <b>incite</b> <i>(verb)</i> = whip a crowd into action; <b>insight</b> <i>(noun)</i> = a flash of deep understanding. One starts a fire, the other switches on a light.<hr><i><b>Incite</b> is <b>ignite</b> — with people as the fuel.</i><br>Same ending, same idea: you set the crowd alight and stand back while it burns.<hr>1. The pamphlet was suppressed on the grounds that it <b>incited</b> the garrison to mutiny.<hr>2. He wasn&#x27;t even at the protest — he just posted a video that <b>incited</b> half the city to show up.<hr>The standard news-and-courtroom phrase <b>&quot;charged with inciting a riot&quot;</b> — the word does most of its living in headlines about someone who stirred up a crowd but never threw a punch.<hr>Latin <b>citāre</b> = <i>&quot;to set in motion, summon, call forth&quot;</i>, with <b>in-</b> = <i>&quot;on, into&quot;</i>. Literally: to set someone moving.<br><br>That root is worth banking: <b>cite</b> (summon a source), <b>recite</b> (call out again), <b>excite</b> (stir out of calm), <b>solicit</b>, <b>resuscitate</b> (call back to life).	g36 register::neutral connotation::negative antonym::heading-it-off-vs-bringing-it-on antonym::stirring-people-up-vs-calming-them-down intensity::stirring-people-up meaning::rouse-someone-to-act
<b>inclined</b><br><span style='color:#7aa2f7'>in-KLYND</span>	<b>Leaning toward something; disposed but not committed.</b><hr>Having a tendency, leaning, or willingness toward something (<i>inclined to agree</i>); also, literally sloping (<i>an inclined plane</i>).<br><br>On the GRE it&#x27;s almost always the mental sense — and it is a <b>hedge</b>. Saying &quot;I&#x27;m inclined to think so&quot; commits you to a lean, not a position; the exit door stays open, which is why it&#x27;s the language of committees and diplomats. Set it against its neighbours: <i>determined</i> or <i>bent on</i> is locked in, <i>prone</i> and <i>apt</i> describe a statistical tendency usually toward something bad (<i>prone to error</i>). <i>Inclined</i> is mild, neutral, and voluntary — a preference, not a flaw and not a decision.<hr><i>An <b>incline</b> is a slope, not a cliff — being <i>inclined</i> is a tilt of the mind, not a fall into commitment.</i><br>The word keeps its physical sense intact: you&#x27;re tipped in one direction, but nothing has been settled.<hr>1. The board is <b>inclined</b> to approve the merger, though it has asked for one further round of figures.<hr>2. I&#x27;m <b>inclined</b> to say yes, but let me sleep on it.<hr>Everyday English already uses the exact GRE sense in <b>&quot;musically inclined,&quot; &quot;mathematically inclined&quot;</b> — someone whose natural bent tips that way, without any claim that they&#x27;ve trained for it.<hr>Latin <b>inclinare</b> = <i>&quot;to lean toward&quot;</i> (<i>in-</i> + <i>clinare</i>, to bend or lean).<br><br>That root pays off across the exam: <b>recline</b> (lean back), <b>decline</b> (lean away, or downward), <b>proclivity</b> (a leaning-forward — a natural tendency), <b>declivity</b> / <b>acclivity</b> (a downward / upward slope), and even <b>climate</b> (Greek <i>klima</i>, the &quot;slope&quot; of the earth toward the sun).	g17 register::neutral connotation::neutral meaning::a-settled-leaning-toward second-meaning::leaning-and-liking-not-incompleteness
<b>incongruous</b><br><span style='color:#7aa2f7'>in-KONG-groo-uhs</span>	<b>Out of place; jarringly mismatched with its surroundings.</b><hr>Out of place; clashing with what surrounds it. A thing is <b>incongruous</b> when it doesn&#x27;t match its setting, its company, or the rest of itself.<br><br>The word describes a <b>mismatch, not a fault</b>. <i>Inappropriate</i> accuses; <i>incongruous</i> just registers the clash — a tuxedo at a beach barbecue, a nursery rhyme sung at a funeral. Very often the effect is faintly comic, and writers use it exactly for that: the detail that refuses to blend in. Note it needs a context to clash <i>with</i> — nothing is incongruous on its own.<hr><b>incongruous vs. incongruent.</b> <i>Incongruous</i> = doesn&#x27;t fit the surroundings (the everyday, literary word). <i>Incongruent</i> = doesn&#x27;t correspond or align, used technically — congruent triangles, incongruent data sets. If you&#x27;re describing a scene, you want <b>incongruous</b>.<hr><i>in-<b>GROUP</b>-ous — it isn&#x27;t in the group.</i><br>The middle of the word sounds like <i>group</i>, and that&#x27;s precisely the complaint: the thing sits there without belonging to the set around it.<hr>1. A glass tower rose behind the abbey, <b>incongruous</b> among four centuries of grey stone.<hr>2. He turned up to the funeral in neon trainers — a bit <b>incongruous</b>, but nobody said anything.<hr>Latin <b>congruere</b> = <i>&quot;to come together, to agree.&quot;</i> Add <i>in-</i> (&quot;not&quot;) and you get things that refuse to come together. Same root gives <b>congruent</b> (shapes that agree exactly) and <b>congruity</b> — so <i>incongruous</i> is literally <i>not-agreeing-with</i>.	g12 register::formal connotation::negative antonym::textbook-case-vs-off-model-outlier connotation::off-the-norm-and-who-s-judging meaning::four-ways-of-being-unlike
